Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,103,12,T:System.Windows.Input.MouseButtonEventHandler,,,,,"MouseLeftButtonUp += (_, e) =>              {                  // Don't trigger playback if the click was on an overlay button                  if (e.OriginalSource is not FrameworkElement fe ||                      (!IsOverlayButton(fe)))                  {                      TogglePlay();                  }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,103,12,T:System.Windows.Input.MouseButtonEventHandler,,,,,"MouseLeftButtonUp += (_, e) =>              {                  // Don't trigger playback if the click was on an overlay button                  if (e.OriginalSource is not FrameworkElement fe ||                      (!IsOverlayButton(fe)))                  {                      TogglePlay();                  }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,103,12,E:System.Windows.UIElement.MouseLeftButtonUp,,,,,"MouseLeftButtonUp += (_, e) =>              {                  // Don't trigger playback if the click was on an overlay button                  if (e.OriginalSource is not FrameworkElement fe ||                      (!IsOverlayButton(fe)))                  {                      TogglePlay();                  }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,98,20,M:System.Windows.Media.Animation.Storyboard.Begin(System.Windows.FrameworkElement),,,,,entrance.Begin(this);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,97,20,M:System.Windows.FrameworkElement.FindResource(System.Object),,,,,"var entrance = (Storyboard)FindResource(""EntranceAnimation"");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,93,12,T:System.Windows.RoutedEventHandler,,,,,"Loaded += (_, _) =>              {                  try                  {                      var entrance = (Storyboard)FindResource(""EntranceAnimation"");                      entrance.Begin(this);                  }                  catch { }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,93,12,T:System.Windows.RoutedEventHandler,,,,,"Loaded += (_, _) =>              {                  try                  {                      var entrance = (Storyboard)FindResource(""EntranceAnimation"");                      entrance.Begin(this);                  }                  catch { }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,93,12,E:System.Windows.FrameworkElement.Loaded,,,,,"Loaded += (_, _) =>              {                  try                  {                      var entrance = (Storyboard)FindResource(""EntranceAnimation"");                      entrance.Begin(this);                  }                  catch { }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,88,8,M:System.Windows.Controls.UserControl.#ctor,,,,,"public RecordingPadButton()          {              InitializeComponent();                // Play entrance animation when loaded              Loaded += (_, _) =>              {                  try                  {                      var entrance = (Storyboard)FindResource(""EntranceAnimation"");                      entrance.Begin(this);                  }                  catch { }              };                MouseLeftButtonUp += (_, e) =>              {                  // Don't trigger playback if the click was on an overlay button                  if (e.OriginalSource is not FrameworkElement fe ||                      (!IsOverlayButton(fe)))                  {                      TogglePlay();                  }              };          }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,64,20,T:System.Windows.Media.SolidColorBrush,,,,,TileBorder.BorderBrush = value ? BrushFavorite : BrushNormal;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,64,20,T:System.Windows.Media.SolidColorBrush,,,,,TileBorder.BorderBrush = value ? BrushFavorite : BrushNormal;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,64,20,T:System.Windows.Controls.Border,,,,,TileBorder.BorderBrush = value ? BrushFavorite : BrushNormal;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,64,20,T:System.Windows.Media.Brush,,,,,TileBorder.BorderBrush = value ? BrushFavorite : BrushNormal;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,64,20,P:System.Windows.Controls.Border.BorderBrush,,,,,TileBorder.BorderBrush = value ? BrushFavorite : BrushNormal;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,60,16,T:System.Windows.Media.Color,,,,,"FavBtn.Foreground = value                      ? new SolidColorBrush(Color.FromRgb(0xFF, 0xC1, 0x07))                      : new SolidColorBrush(Color.FromRgb(0xAA, 0xAA, 0xAA));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,60,16,T:System.Windows.Media.Color,,,,,"FavBtn.Foreground = value                      ? new SolidColorBrush(Color.FromRgb(0xFF, 0xC1, 0x07))                      : new SolidColorBrush(Color.FromRgb(0xAA, 0xAA, 0xAA));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,60,16,"M:System.Windows.Media.Color.FromRgb(System.Byte,System.Byte,System.Byte)",,,,,"FavBtn.Foreground = value                      ? new SolidColorBrush(Color.FromRgb(0xFF, 0xC1, 0x07))                      : new SolidColorBrush(Color.FromRgb(0xAA, 0xAA, 0xAA));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,60,16,T:System.Windows.Media.SolidColorBrush,,,,,"FavBtn.Foreground = value                      ? new SolidColorBrush(Color.FromRgb(0xFF, 0xC1, 0x07))                      : new SolidColorBrush(Color.FromRgb(0xAA, 0xAA, 0xAA));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,60,16,M:System.Windows.Media.SolidColorBrush.#ctor(System.Windows.Media.Color),,,,,"FavBtn.Foreground = value                      ? new SolidColorBrush(Color.FromRgb(0xFF, 0xC1, 0x07))                      : new SolidColorBrush(Color.FromRgb(0xAA, 0xAA, 0xAA));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,60,16,T:System.Windows.Media.Color,,,,,"FavBtn.Foreground = value                      ? new SolidColorBrush(Color.FromRgb(0xFF, 0xC1, 0x07))                      : new SolidColorBrush(Color.FromRgb(0xAA, 0xAA, 0xAA));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,60,16,T:System.Windows.Media.Color,,,,,"FavBtn.Foreground = value                      ? new SolidColorBrush(Color.FromRgb(0xFF, 0xC1, 0x07))                      : new SolidColorBrush(Color.FromRgb(0xAA, 0xAA, 0xAA));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,60,16,"M:System.Windows.Media.Color.FromRgb(System.Byte,System.Byte,System.Byte)",,,,,"FavBtn.Foreground = value                      ? new SolidColorBrush(Color.FromRgb(0xFF, 0xC1, 0x07))                      : new SolidColorBrush(Color.FromRgb(0xAA, 0xAA, 0xAA));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,60,16,T:System.Windows.Media.SolidColorBrush,,,,,"FavBtn.Foreground = value                      ? new SolidColorBrush(Color.FromRgb(0xFF, 0xC1, 0x07))                      : new SolidColorBrush(Color.FromRgb(0xAA, 0xAA, 0xAA));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,60,16,M:System.Windows.Media.SolidColorBrush.#ctor(System.Windows.Media.Color),,,,,"FavBtn.Foreground = value                      ? new SolidColorBrush(Color.FromRgb(0xFF, 0xC1, 0x07))                      : new SolidColorBrush(Color.FromRgb(0xAA, 0xAA, 0xAA));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,60,16,T:System.Windows.Controls.Button,,,,,"FavBtn.Foreground = value                      ? new SolidColorBrush(Color.FromRgb(0xFF, 0xC1, 0x07))                      : new SolidColorBrush(Color.FromRgb(0xAA, 0xAA, 0xAA));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,60,16,T:System.Windows.Media.Brush,,,,,"FavBtn.Foreground = value                      ? new SolidColorBrush(Color.FromRgb(0xFF, 0xC1, 0x07))                      : new SolidColorBrush(Color.FromRgb(0xAA, 0xAA, 0xAA));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,60,16,P:System.Windows.Controls.Control.Foreground,,,,,"FavBtn.Foreground = value                      ? new SolidColorBrush(Color.FromRgb(0xFF, 0xC1, 0x07))                      : new SolidColorBrush(Color.FromRgb(0xAA, 0xAA, 0xAA));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,59,16,T:System.Windows.Controls.Button,,,,,"FavBtn.Content = value ? ""★"" : ""☆"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,59,16,P:System.Windows.Controls.ContentControl.Content,,,,,"FavBtn.Content = value ? ""★"" : ""☆"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,34,12,T:System.Windows.Media.SolidColorBrush,,,,,BrushPlaying.Freeze();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,34,12,M:System.Windows.Freezable.Freeze,,,,,BrushPlaying.Freeze();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,33,12,T:System.Windows.Media.Color,,,,,"BrushPlaying = new SolidColorBrush(Color.FromRgb(0x4C, 0xAF, 0x50));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,33,12,T:System.Windows.Media.Color,,,,,"BrushPlaying = new SolidColorBrush(Color.FromRgb(0x4C, 0xAF, 0x50));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,33,12,"M:System.Windows.Media.Color.FromRgb(System.Byte,System.Byte,System.Byte)",,,,,"BrushPlaying = new SolidColorBrush(Color.FromRgb(0x4C, 0xAF, 0x50));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,33,12,T:System.Windows.Media.SolidColorBrush,,,,,"BrushPlaying = new SolidColorBrush(Color.FromRgb(0x4C, 0xAF, 0x50));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,33,12,M:System.Windows.Media.SolidColorBrush.#ctor(System.Windows.Media.Color),,,,,"BrushPlaying = new SolidColorBrush(Color.FromRgb(0x4C, 0xAF, 0x50));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,33,12,T:System.Windows.Media.SolidColorBrush,,,,,"BrushPlaying = new SolidColorBrush(Color.FromRgb(0x4C, 0xAF, 0x50));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,32,12,T:System.Windows.Media.SolidColorBrush,,,,,BrushFavorite.Freeze();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,32,12,M:System.Windows.Freezable.Freeze,,,,,BrushFavorite.Freeze();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,31,12,T:System.Windows.Media.Color,,,,,"BrushFavorite = new SolidColorBrush(Color.FromRgb(0xFF, 0xC1, 0x07));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,31,12,T:System.Windows.Media.Color,,,,,"BrushFavorite = new SolidColorBrush(Color.FromRgb(0xFF, 0xC1, 0x07));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,31,12,"M:System.Windows.Media.Color.FromRgb(System.Byte,System.Byte,System.Byte)",,,,,"BrushFavorite = new SolidColorBrush(Color.FromRgb(0xFF, 0xC1, 0x07));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,31,12,T:System.Windows.Media.SolidColorBrush,,,,,"BrushFavorite = new SolidColorBrush(Color.FromRgb(0xFF, 0xC1, 0x07));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,31,12,M:System.Windows.Media.SolidColorBrush.#ctor(System.Windows.Media.Color),,,,,"BrushFavorite = new SolidColorBrush(Color.FromRgb(0xFF, 0xC1, 0x07));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,31,12,T:System.Windows.Media.SolidColorBrush,,,,,"BrushFavorite = new SolidColorBrush(Color.FromRgb(0xFF, 0xC1, 0x07));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,30,12,T:System.Windows.Media.SolidColorBrush,,,,,BrushNormal.Freeze();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,30,12,M:System.Windows.Freezable.Freeze,,,,,BrushNormal.Freeze();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,29,12,T:System.Windows.Media.Color,,,,,"BrushNormal = new SolidColorBrush(Color.FromRgb(0x55, 0x55, 0x55));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,29,12,T:System.Windows.Media.Color,,,,,"BrushNormal = new SolidColorBrush(Color.FromRgb(0x55, 0x55, 0x55));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,29,12,"M:System.Windows.Media.Color.FromRgb(System.Byte,System.Byte,System.Byte)",,,,,"BrushNormal = new SolidColorBrush(Color.FromRgb(0x55, 0x55, 0x55));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,29,12,T:System.Windows.Media.SolidColorBrush,,,,,"BrushNormal = new SolidColorBrush(Color.FromRgb(0x55, 0x55, 0x55));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,29,12,M:System.Windows.Media.SolidColorBrush.#ctor(System.Windows.Media.Color),,,,,"BrushNormal = new SolidColorBrush(Color.FromRgb(0x55, 0x55, 0x55));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,29,12,T:System.Windows.Media.SolidColorBrush,,,,,"BrushNormal = new SolidColorBrush(Color.FromRgb(0x55, 0x55, 0x55));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,25,48,T:System.Windows.Media.SolidColorBrush,,,,,BrushPlaying
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,24,48,T:System.Windows.Media.SolidColorBrush,,,,,BrushFavorite
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,23,48,T:System.Windows.Media.SolidColorBrush,,,,,BrushNormal
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,34,12,T:System.Windows.Media.SolidColorBrush,,,,,BrushPlaying.Freeze();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,34,12,M:System.Windows.Freezable.Freeze,,,,,BrushPlaying.Freeze();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,33,12,T:System.Windows.Media.Color,,,,,"BrushPlaying = new SolidColorBrush(Color.FromRgb(0x4C, 0xAF, 0x50));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,33,12,T:System.Windows.Media.Color,,,,,"BrushPlaying = new SolidColorBrush(Color.FromRgb(0x4C, 0xAF, 0x50));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,33,12,"M:System.Windows.Media.Color.FromRgb(System.Byte,System.Byte,System.Byte)",,,,,"BrushPlaying = new SolidColorBrush(Color.FromRgb(0x4C, 0xAF, 0x50));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,33,12,T:System.Windows.Media.SolidColorBrush,,,,,"BrushPlaying = new SolidColorBrush(Color.FromRgb(0x4C, 0xAF, 0x50));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,33,12,M:System.Windows.Media.SolidColorBrush.#ctor(System.Windows.Media.Color),,,,,"BrushPlaying = new SolidColorBrush(Color.FromRgb(0x4C, 0xAF, 0x50));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,33,12,T:System.Windows.Media.SolidColorBrush,,,,,"BrushPlaying = new SolidColorBrush(Color.FromRgb(0x4C, 0xAF, 0x50));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,32,12,T:System.Windows.Media.SolidColorBrush,,,,,BrushFavorite.Freeze();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,32,12,M:System.Windows.Freezable.Freeze,,,,,BrushFavorite.Freeze();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,31,12,T:System.Windows.Media.Color,,,,,"BrushFavorite = new SolidColorBrush(Color.FromRgb(0xFF, 0xC1, 0x07));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,31,12,T:System.Windows.Media.Color,,,,,"BrushFavorite = new SolidColorBrush(Color.FromRgb(0xFF, 0xC1, 0x07));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,31,12,"M:System.Windows.Media.Color.FromRgb(System.Byte,System.Byte,System.Byte)",,,,,"BrushFavorite = new SolidColorBrush(Color.FromRgb(0xFF, 0xC1, 0x07));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,31,12,T:System.Windows.Media.SolidColorBrush,,,,,"BrushFavorite = new SolidColorBrush(Color.FromRgb(0xFF, 0xC1, 0x07));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,31,12,M:System.Windows.Media.SolidColorBrush.#ctor(System.Windows.Media.Color),,,,,"BrushFavorite = new SolidColorBrush(Color.FromRgb(0xFF, 0xC1, 0x07));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,31,12,T:System.Windows.Media.SolidColorBrush,,,,,"BrushFavorite = new SolidColorBrush(Color.FromRgb(0xFF, 0xC1, 0x07));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,30,12,T:System.Windows.Media.SolidColorBrush,,,,,BrushNormal.Freeze();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,30,12,M:System.Windows.Freezable.Freeze,,,,,BrushNormal.Freeze();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,29,12,T:System.Windows.Media.Color,,,,,"BrushNormal = new SolidColorBrush(Color.FromRgb(0x55, 0x55, 0x55));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,29,12,T:System.Windows.Media.Color,,,,,"BrushNormal = new SolidColorBrush(Color.FromRgb(0x55, 0x55, 0x55));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,29,12,"M:System.Windows.Media.Color.FromRgb(System.Byte,System.Byte,System.Byte)",,,,,"BrushNormal = new SolidColorBrush(Color.FromRgb(0x55, 0x55, 0x55));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,29,12,T:System.Windows.Media.SolidColorBrush,,,,,"BrushNormal = new SolidColorBrush(Color.FromRgb(0x55, 0x55, 0x55));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,29,12,M:System.Windows.Media.SolidColorBrush.#ctor(System.Windows.Media.Color),,,,,"BrushNormal = new SolidColorBrush(Color.FromRgb(0x55, 0x55, 0x55));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,29,12,T:System.Windows.Media.SolidColorBrush,,,,,"BrushNormal = new SolidColorBrush(Color.FromRgb(0x55, 0x55, 0x55));"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,106,16,P:System.Windows.RoutedEventArgs.OriginalSource,,,,,if (e.OriginalSource is not FrameworkElement fe ||                      (!IsOverlayButton(fe)))                  {                      TogglePlay();                  }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,103,12,T:System.Windows.Input.MouseButtonEventHandler,,,,,"MouseLeftButtonUp += (_, e) =>              {                  // Don't trigger playback if the click was on an overlay button                  if (e.OriginalSource is not FrameworkElement fe ||                      (!IsOverlayButton(fe)))                  {                      TogglePlay();                  }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,103,12,T:System.Windows.Input.MouseButtonEventHandler,,,,,"MouseLeftButtonUp += (_, e) =>              {                  // Don't trigger playback if the click was on an overlay button                  if (e.OriginalSource is not FrameworkElement fe ||                      (!IsOverlayButton(fe)))                  {                      TogglePlay();                  }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,103,12,E:System.Windows.UIElement.MouseLeftButtonUp,,,,,"MouseLeftButtonUp += (_, e) =>              {                  // Don't trigger playback if the click was on an overlay button                  if (e.OriginalSource is not FrameworkElement fe ||                      (!IsOverlayButton(fe)))                  {                      TogglePlay();                  }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,98,20,M:System.Windows.Media.Animation.Storyboard.Begin(System.Windows.FrameworkElement),,,,,entrance.Begin(this);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,97,20,M:System.Windows.FrameworkElement.FindResource(System.Object),,,,,"var entrance = (Storyboard)FindResource(""EntranceAnimation"");"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,93,12,T:System.Windows.RoutedEventHandler,,,,,"Loaded += (_, _) =>              {                  try                  {                      var entrance = (Storyboard)FindResource(""EntranceAnimation"");                      entrance.Begin(this);                  }                  catch { }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,93,12,T:System.Windows.RoutedEventHandler,,,,,"Loaded += (_, _) =>              {                  try                  {                      var entrance = (Storyboard)FindResource(""EntranceAnimation"");                      entrance.Begin(this);                  }                  catch { }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,93,12,E:System.Windows.FrameworkElement.Loaded,,,,,"Loaded += (_, _) =>              {                  try                  {                      var entrance = (Storyboard)FindResource(""EntranceAnimation"");                      entrance.Begin(this);                  }                  catch { }              };"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\RecordingPadButton.xaml.cs,88,8,M:System.Windows.Controls.UserControl.#ctor,,,,,"public RecordingPadButton()          {              InitializeComponent();                // Play entrance animation when loaded              Loaded += (_, _) =>              {                  try                  {                      var entrance = (Storyboard)FindResource(""EntranceAnimation"");                      entrance.Begin(this);                  }                  catch { }              };                MouseLeftButtonUp += (_, e) =>              {                  // Don't trigger playback if the click was on an overlay button                  if (e.OriginalSource is not FrameworkElement fe ||                      (!IsOverlayButton(fe)))                  {                      TogglePlay();                  }              };          }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,obj\Debug\net8.0-windows\Controls\RecordingPadButton.g.cs,40,105,T:System.Windows.Markup.IComponentConnector,,,,,IComponentConnector
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,obj\Debug\net8.0-windows\Controls\RecordingPadButton.g.cs,40,70,T:System.Windows.Controls.UserControl,,,,,UserControl
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\DeleteAllDialog.cs,109,8,T:System.Windows.Media.Effects.Effect,,,,,private Effect ResolveEffect(string key)
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,PaDDY.csproj,File,Controls\DeleteAllDialog.cs,114,12,P:System.Windows.Media.Effects.DropShadowEffect.Opacity,,,,,"return new DropShadowEffect              {                  ShadowDepth = 0,                  BlurRadius = 24,                  Color = Colors.Black,                  Opacity = 0.5              };"
